accZ
154.208
154.208
158.6
160.552
156.64799
158.6
156.16
157.624
156.64799
157.136
148.352
155.67199
166.408
158.112
158.112
156.64799
152.744
157.624
156.64799
154.208
162.992
161.528
159.08799
157.624
155.184
154.69599
147.86399
145.42399
157.136
171.776
167.384
159.08799
159.08799
156.16
163.47999
158.112
156.64799
158.6
153.23199
160.552
163.968
165.432
162.992
150.792
155.67199
162.016
154.69599
149.328
150.304
160.06399
158.112
163.47999
168.36
158.6
157.624
156.64799
160.06399
154.208
155.67199
157.624
152.25599
159.576
161.528
160.552
159.576
152.744
156.16
162.016
156.16
162.016
162.016
159.08799
160.552
156.64799
155.67199
151.768
159.576
162.992
158.6
167.872
161.528
157.624
165.432
165.91999
158.6
153.23199
154.69599
155.184
153.23199
155.67199
153.23199
160.552
166.89599
156.64799
157.136
159.576
154.208
157.136
161.528
159.08799
156.16
153.23199
153.23199
156.16
156.16
150.304
160.552
159.576
157.136
160.06399
158.6
157.624
146.4
147.86399
152.744
154.69599
159.576
158.6
154.69599
146.4
149.328
161.04
161.04
158.112
159.576
162.992
157.136
152.744
159.08799
157.624
153.72
157.136
158.6
154.69599
152.25599
158.112
155.184
153.72
161.528
162.016
157.624
159.576
162.992
155.67199
154.69599
158.112
150.792
155.67199
153.23199
144.44799
148.83999
149.328
158.112
162.50399
157.136
157.136
164.456
162.016
153.23199
160.552
162.50399
154.208
155.67199
151.768
149.328
155.184
162.50399
167.384
162.016
150.304
148.83999
150.792
152.744
156.16
147.376
148.83999
156.64799
158.6
159.08799
163.47999
163.968
157.624
162.50399
162.992
158.6
154.69599
152.25599
152.25599
147.86399
154.208
158.6
154.69599
169.824
174.216
157.136
148.352
154.208
162.992
160.06399
154.208
158.6
160.552
156.64799
152.744
164.944
166.408
155.184
165.432
162.992
150.792
157.136
161.528
156.16
157.624
155.184
153.23199
154.208
156.64799
157.136
154.208
155.67199
156.16
156.16
160.552
162.50399
157.136
154.208
161.528
156.16
154.69599
159.576
152.744
157.624
159.576
158.6
164.944
157.624
153.72
154.208
160.06399
164.456
162.016
163.47999
162.50399
160.06399
157.136
161.528
156.16
154.69599
159.576
165.91999
162.992
155.67199
166.408
166.89599
162.50399
157.136
157.136
158.6
156.16
157.624
159.576
164.456
166.408
162.50399
155.67199
162.016
167.872
162.016
153.23199
153.23199
167.872
163.47999
146.4
150.792
149.81599
145.912
152.25599
158.112
155.184
155.184
159.576
162.992
158.6
150.304
160.06399
162.50399
161.528
159.08799
151.768
155.184
157.624
161.04
159.576
152.744
151.768
155.184
156.64799
155.67199
159.08799
159.08799
160.552
166.89599
161.04
158.112
168.36
165.91999
157.136
155.67199
153.23199
162.016
167.872
162.016
163.47999
162.50399
160.06399
154.208
155.67199
157.624
159.576
165.91999
161.528
162.016
161.528
163.47999
171.28799
160.06399
155.67199
160.552
150.792
146.888
157.624
162.50399
165.91999
157.136
152.744
157.624
147.86399
152.744
162.016
157.624
158.112
168.36
164.456
164.944
160.552
149.328
153.72
158.6
160.552
155.184
159.576
161.528
160.552
165.432
158.6
157.624
155.184
155.184
159.576
158.6
150.304
151.768
158.112
153.72
152.744
156.16
156.16
159.08799
160.552
158.112
166.89599
161.04
162.50399
162.992
157.136
158.6
154.69599
153.72
161.528
163.47999
162.50399
154.208
152.744
159.08799
157.624
156.64799
162.992
161.528
147.376
151.768
156.64799
160.06399
167.384
163.47999
159.576
160.06399
165.91999
167.384
160.552
162.50399
158.6
150.304
156.16
163.47999
162.50399
161.528
162.016
163.47999
161.04
154.69599
158.112
163.968
159.576
152.744
154.69599
162.50399
158.6
159.08799
162.016
156.16
150.304
150.304
156.16
159.08799
166.408
155.184
161.04
172.75199
165.432
160.06399
157.136
155.67199
159.08799
153.23199
150.304
162.016
162.016
159.08799
160.552
162.50399
155.67199
148.83999
150.792
155.67199
156.16
156.16
160.552
159.576
157.136
157.136
158.6
157.624
156.64799
165.91999
157.136
160.06399
162.992
158.6
169.33599
165.432
154.208
158.6
164.944
160.06399
161.04
159.08799
165.91999
161.04
156.16
157.136
158.112
162.016
160.06399
161.04
159.08799
154.208
153.72
155.67199
154.69599
155.184
163.968
161.04
153.72
161.528
163.47999
156.64799
157.136
154.208
152.744
160.552
156.64799
154.208
146.888
156.16
157.136
152.25599
159.08799
146.888
153.23199
156.16
164.944
169.33599
161.04
162.50399
162.992
159.576
152.744
156.16
157.624
152.25599
142.984
153.72
165.91999
157.136
160.06399
162.992
151.27999
154.208
160.06399
155.67199
163.47999
165.432
164.456
167.872
160.552
156.64799
161.528
160.552
150.792
155.67199
156.16
157.624
159.576
155.67199
164.944
160.552
162.50399
161.528
157.624
163.968
156.64799
151.27999
155.67199
160.552
159.576
165.91999
158.6
148.83999
158.112
159.576
161.528
154.69599
152.25599
162.50399
161.528
157.624
156.64799
161.528
157.624
152.25599
149.328
155.184
161.04
159.576
157.136
152.744
163.47999
168.36
157.136
162.992
161.528
163.47999
168.36
158.6
160.552
158.112
152.25599
153.72
160.06399
158.6
154.69599
159.576
157.136
158.6
166.408
159.576
155.67199
157.624
161.04
162.50399
158.6
159.08799
147.376
150.304
160.552
165.432
167.384
156.16
160.552
153.72
154.208
164.456
160.552
155.184
150.792
154.208
157.136
155.67199
162.016
164.944
157.624
155.184
156.64799
160.06399
161.04
154.69599
155.184
166.89599
163.968
162.50399
157.136
154.208
161.528
157.624
161.04
162.50399
155.67199
156.16
157.624
153.72
157.136
157.136
158.6
162.016
160.552
153.72
146.888
151.768
158.112
158.112
159.576
155.67199
154.69599
161.04
158.112
163.968
161.04
158.112
165.432
152.744
151.768
163.968
159.576
161.528
162.016
148.83999
152.25599
159.576
160.06399
161.04
163.47999
161.04
149.328
150.792
151.27999
154.208
157.136
161.528
164.944
153.23199
153.23199
162.016
166.408
155.184
149.328
159.576
154.208
151.27999
157.136
151.27999
157.136
160.06399
157.136
164.456
160.552
153.72
161.528
167.872
169.33599
161.04
158.112
165.432
160.06399
151.27999
155.67199
167.872
162.016
160.552
163.968
155.184
150.792
158.6
160.552
156.64799
151.27999
151.27999
152.744
160.552
159.576
158.6
162.016
154.69599
168.36
170.31199
159.08799
157.624
150.792
143.96
145.912
161.04
166.89599
161.04
159.576
161.528
159.08799
156.16
157.624
163.968
163.968
161.04
168.36
177.632
167.384
157.624
156.64799
148.352
149.81599
159.08799
160.06399
161.04
157.624
153.72
160.06399
158.6
166.408
161.04
158.112
158.112
158.112
158.112
156.64799
155.67199
156.16
166.408
