accZ
4.392
20.984
-44.896
186.904
220.576
532.40802
658.79998
563.15197
625.12799
511.42401
382.59201
277.18399
87.84
183.488
183.488
84.912
266.936
225.944
327.44799
523.13598
517.28002
422.11999
267.42401
-15.616
-128.34399
-180.55999
-64.416
-70.272
-79.056
-76.12799
-155.67199
59.048
64.90399
227.89599
368.928
555.34399
367.46398
220.08799
78.568
148.352
183.488
118.584
116.144
166.408
-41.48
-42.456
88.328
404.06399
538.75201
531.432
411.872
114.192
-42.456
-134.19999
-176.16799
-181.53599
-175.68
-152.25599
-127.368
39.04
-0.976
117.608
399.67199
537.776
474.33599
449.44799
347.45599
205.44799
75.63999
-19.032
55.144
46.848
48.312
-51.24
-6.832
63.44
292.31201
377.712
402.6
188.856
153.23199
-126.88
-105.896
-272.79199
-281.08801
-279.62399
-292.31201
-290.36001
-123.952
-166.89599
57.584
70.272
203.496
393.328
388.936
281.08801
135.664
50.264
41.968
-58.072
49.776
-160.06399
-262.544
-287.432
-156.64799
75.152
406.50399
349.40799
387.95999
102.48
-54.656
-154.69599
-77.592
-94.672
-109.312
-251.80799
-122.48799
-82.472
5.856
162.50399
226.91999
516.30401
486.53601
476.776
518.74401
249.36799
90.27999
-38.06399
7.808
-152.25599
-152.25599
10.736
50.264
137.128
272.30401
248.39199
401.62399
215.69599
97.112
-26.84
26.84
-125.416
-165.91999
-64.416
-73.2
-67.344
-143.96
-60.024
166.408
298.656
323.056
438.712
487.51199
438.22399
318.17599
223.016
204.472
235.70401
218.624
111.75199
-9.272
-54.16799
175.192
246.928
550.46398
494.34399
531.91998
238.632
92.72
146.888
138.59199
154.69599
153.72
-17.568
53.192
49.288
-12.2
250.832
430.90399
449.936
643.18402
489.95199
510.44799
240.096
97.59999
-5.368
-56.11999
-52.704
-24.888
-5.368
147.86399
74.664
268.888
210.328
223.992
257.17599
-9.272
-152.25599
-110.776
-260.104
-272.79199
-286.944
-295.72799
-270.83999
-89.792
-129.80799
-59.53599
135.664
107.36
192.272
228.872
194.22399
90.27999
-1.464
-6.832
162.016
178.11999
-10.736
-126.39199
-65.39199
1.464
170.31199
214.23201
414.31201
219.6
62.952
53.68
-140.544
-151.27999
-138.59199
-166.89599
-83.44799
-118.096
-254.736
-65.39199
-49.776
255.22399
422.608
530.94403
544.11999
347.944
216.67199
180.55999
38.552
-176.656
-88.328
-96.624
-95.648
-75.63999
-150.304
-62.464
156.16
78.08
157.624
23.424
-118.584
-216.184
-377.22399
-382.59201
-411.872
-317.68801
-426.02401
-244.97599
-267.42401
-153.23199
-36.112
79.54399
294.264
197.63999
251.32
136.152
53.192
43.43199
-38.552
-43.92
-125.90399
-96.136
-123.464
-152.744
148.352
188.856
231.8
279.62399
142.496
4.88
-66.856
-73.688
-182.024
-165.432
-157.624
-149.81599
12.2
-21.472
110.288
383.08001
529.96801
641.23199
679.29602
638.30401
510.936
309.39199
127.856
29.768
34.64799
-38.552
124.928
160.06399
71.736
268.888
241.072
408.45599
229.848
